Project.name,Experiment.name,Experiment.date,Colony.name,Colony.country,Colony.latitude,Colony.longitude,Colony.species,Colony.ed50_value,BioSample.name,BioSample.collection_date,Observation.condition,Observation.temperature,Observation.timepoint,Observation.pam_value,Publication.title,Publication.year,Publication.doi
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_02,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.56,2022-09-30_FJI_Vatuolalai_Acrsam_02_28C_420min,2022-09-30,Winter,28,420,0.63,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_02,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.56,2022-09-30_FJI_Vatuolalai_Acrsam_02_34C_420min,2022-09-30,Winter,34,420,0.609,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_02,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.56,2022-09-30_FJI_Vatuolalai_Acrsam_02_37C_420min,2022-09-30,Winter,37,420,0.192,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_02,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.56,2022-09-30_FJI_Vatuolalai_Acrsam_02_39C_420min,2022-09-30,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_02,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.75,2022-12-01_FJI_Vatuolalai_Acrsam_02_28C_420min,2022-12-01,Summer,28,420,0.645,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_02,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.75,2022-12-01_FJI_Vatuolalai_Acrsam_02_34C_420min,2022-12-01,Summer,34,420,0.647,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_02,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.75,2022-12-01_FJI_Vatuolalai_Acrsam_02_37C_420min,2022-12-01,Summer,37,420,0.219,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_02,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.75,2022-12-01_FJI_Vatuolalai_Acrsam_02_39C_420min,2022-12-01,Summer,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_03,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.32,2022-09-30_FJI_Vatuolalai_Acrsam_03_28C_420min,2022-09-30,Winter,28,420,0.592,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_03,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.32,2022-09-30_FJI_Vatuolalai_Acrsam_03_34C_420min,2022-09-30,Winter,34,420,0.619,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_03,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.32,2022-09-30_FJI_Vatuolalai_Acrsam_03_37C_420min,2022-09-30,Winter,37,420,0.145,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_03,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.32,2022-09-30_FJI_Vatuolalai_Acrsam_03_39C_420min,2022-09-30,Winter,39,420,0.051,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_03,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.2,2022-12-01_FJI_Vatuolalai_Acrsam_03_28C_420min,2022-12-01,Summer,28,420,0.628,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_03,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.2,2022-12-01_FJI_Vatuolalai_Acrsam_03_34C_420min,2022-12-01,Summer,34,420,0.594,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_03,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.2,2022-12-01_FJI_Vatuolalai_Acrsam_03_37C_420min,2022-12-01,Summer,37,420,0.159,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_03,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.2,2022-12-01_FJI_Vatuolalai_Acrsam_03_39C_420min,2022-12-01,Summer,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_04,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.62,2022-09-30_FJI_Vatuolalai_Acrsam_04_28C_420min,2022-09-30,Winter,28,420,0.639,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_04,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.62,2022-09-30_FJI_Vatuolalai_Acrsam_04_34C_420min,2022-09-30,Winter,34,420,0.627,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_04,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.62,2022-09-30_FJI_Vatuolalai_Acrsam_04_37C_420min,2022-09-30,Winter,37,420,0.19,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_04,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.62,2022-09-30_FJI_Vatuolalai_Acrsam_04_39C_420min,2022-09-30,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_04,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.83,2022-12-01_FJI_Vatuolalai_Acrsam_04_28C_420min,2022-12-01,Summer,28,420,0.648,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_04,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.83,2022-12-01_FJI_Vatuolalai_Acrsam_04_34C_420min,2022-12-01,Summer,34,420,0.63,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_04,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.83,2022-12-01_FJI_Vatuolalai_Acrsam_04_37C_420min,2022-12-01,Summer,37,420,0.259,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_04,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.83,2022-12-01_FJI_Vatuolalai_Acrsam_04_39C_420min,2022-12-01,Summer,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_05,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.34,2022-09-30_FJI_Vatuolalai_Acrsam_05_28C_420min,2022-09-30,Winter,28,420,0.659,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_05,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.34,2022-09-30_FJI_Vatuolalai_Acrsam_05_34C_420min,2022-09-30,Winter,34,420,0.616,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_05,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.34,2022-09-30_FJI_Vatuolalai_Acrsam_05_37C_420min,2022-09-30,Winter,37,420,0.195,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_05,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.34,2022-09-30_FJI_Vatuolalai_Acrsam_05_39C_420min,2022-09-30,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_05,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.45,2022-12-01_FJI_Vatuolalai_Acrsam_05_28C_420min,2022-12-01,Summer,28,420,0.643,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_05,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.45,2022-12-01_FJI_Vatuolalai_Acrsam_05_34C_420min,2022-12-01,Summer,34,420,0.62,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_05,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.45,2022-12-01_FJI_Vatuolalai_Acrsam_05_37C_420min,2022-12-01,Summer,37,420,0.185,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_05,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.45,2022-12-01_FJI_Vatuolalai_Acrsam_05_39C_420min,2022-12-01,Summer,39,420,0.001,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_06,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.69,2022-09-30_FJI_Vatuolalai_Acrsam_06_28C_420min,2022-09-30,Winter,28,420,0.616,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_06,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.69,2022-09-30_FJI_Vatuolalai_Acrsam_06_34C_420min,2022-09-30,Winter,34,420,0.616,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_06,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.69,2022-09-30_FJI_Vatuolalai_Acrsam_06_37C_420min,2022-09-30,Winter,37,420,0.181,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_06,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.69,2022-09-30_FJI_Vatuolalai_Acrsam_06_39C_420min,2022-09-30,Winter,39,420,0.003,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_06,FJI,-18.20608,177.68898,Acropora cf. samoensis,35.71,2022-12-01_FJI_Vatuolalai_Acrsam_06_28C_420min,2022-12-01,Summer,28,420,0.651,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_06,FJI,-18.20608,177.68898,Acropora cf. samoensis,35.71,2022-12-01_FJI_Vatuolalai_Acrsam_06_34C_420min,2022-12-01,Summer,34,420,0.574,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_06,FJI,-18.20608,177.68898,Acropora cf. samoensis,35.71,2022-12-01_FJI_Vatuolalai_Acrsam_06_37C_420min,2022-12-01,Summer,37,420,0.124,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_06,FJI,-18.20608,177.68898,Acropora cf. samoensis,35.71,2022-12-01_FJI_Vatuolalai_Acrsam_06_39C_420min,2022-12-01,Summer,39,420,0.004,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_07,FJI,-18.20608,177.68898,Acropora cf. samoensis,35.96,2022-09-30_FJI_Vatuolalai_Acrsam_07_28C_420min,2022-09-30,Winter,28,420,0.605,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_07,FJI,-18.20608,177.68898,Acropora cf. samoensis,35.96,2022-09-30_FJI_Vatuolalai_Acrsam_07_34C_420min,2022-09-30,Winter,34,420,0.574,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_07,FJI,-18.20608,177.68898,Acropora cf. samoensis,35.96,2022-09-30_FJI_Vatuolalai_Acrsam_07_37C_420min,2022-09-30,Winter,37,420,0.11,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_07,FJI,-18.20608,177.68898,Acropora cf. samoensis,35.96,2022-09-30_FJI_Vatuolalai_Acrsam_07_39C_420min,2022-09-30,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_07,FJI,-18.20608,177.68898,Acropora cf. samoensis,35.87,2022-12-01_FJI_Vatuolalai_Acrsam_07_28C_420min,2022-12-01,Summer,28,420,0.619,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_07,FJI,-18.20608,177.68898,Acropora cf. samoensis,35.87,2022-12-01_FJI_Vatuolalai_Acrsam_07_34C_420min,2022-12-01,Summer,34,420,0.611,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_07,FJI,-18.20608,177.68898,Acropora cf. samoensis,35.87,2022-12-01_FJI_Vatuolalai_Acrsam_07_37C_420min,2022-12-01,Summer,37,420,0.05,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_07,FJI,-18.20608,177.68898,Acropora cf. samoensis,35.87,2022-12-01_FJI_Vatuolalai_Acrsam_07_39C_420min,2022-12-01,Summer,39,420,0.007,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_08,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.47,2022-09-30_FJI_Vatuolalai_Acrsam_08_28C_420min,2022-09-30,Winter,28,420,0.624,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_08,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.47,2022-09-30_FJI_Vatuolalai_Acrsam_08_34C_420min,2022-09-30,Winter,34,420,0.612,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_08,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.47,2022-09-30_FJI_Vatuolalai_Acrsam_08_37C_420min,2022-09-30,Winter,37,420,0.161,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_08,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.47,2022-09-30_FJI_Vatuolalai_Acrsam_08_39C_420min,2022-09-30,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_08,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.64,2022-12-01_FJI_Vatuolalai_Acrsam_08_28C_420min,2022-12-01,Summer,28,420,0.621,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_08,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.64,2022-12-01_FJI_Vatuolalai_Acrsam_08_34C_420min,2022-12-01,Summer,34,420,0.618,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_08,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.64,2022-12-01_FJI_Vatuolalai_Acrsam_08_37C_420min,2022-12-01,Summer,37,420,0.184,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_08,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.64,2022-12-01_FJI_Vatuolalai_Acrsam_08_39C_420min,2022-12-01,Summer,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_09,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.66,2022-09-30_FJI_Vatuolalai_Acrsam_09_28C_420min,2022-09-30,Winter,28,420,0.646,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_09,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.66,2022-09-30_FJI_Vatuolalai_Acrsam_09_34C_420min,2022-09-30,Winter,34,420,0.605,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_09,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.66,2022-09-30_FJI_Vatuolalai_Acrsam_09_37C_420min,2022-09-30,Winter,37,420,0.227,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_09,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.66,2022-09-30_FJI_Vatuolalai_Acrsam_09_39C_420min,2022-09-30,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_09,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.41,2022-12-01_FJI_Vatuolalai_Acrsam_09_28C_420min,2022-12-01,Summer,28,420,0.621,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_09,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.41,2022-12-01_FJI_Vatuolalai_Acrsam_09_34C_420min,2022-12-01,Summer,34,420,0.611,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_09,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.41,2022-12-01_FJI_Vatuolalai_Acrsam_09_37C_420min,2022-12-01,Summer,37,420,0.15,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_09,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.41,2022-12-01_FJI_Vatuolalai_Acrsam_09_39C_420min,2022-12-01,Summer,39,420,0.001,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_10,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.04,2022-09-30_FJI_Vatuolalai_Acrsam_10_28C_420min,2022-09-30,Winter,28,420,0.616,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_10,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.04,2022-09-30_FJI_Vatuolalai_Acrsam_10_34C_420min,2022-09-30,Winter,34,420,0.591,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_10,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.04,2022-09-30_FJI_Vatuolalai_Acrsam_10_37C_420min,2022-09-30,Winter,37,420,0.116,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-30,Vatuolalai_Acrsam_10,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.04,2022-09-30_FJI_Vatuolalai_Acrsam_10_39C_420min,2022-09-30,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_10,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.06,2022-12-01_FJI_Vatuolalai_Acrsam_10_28C_420min,2022-12-01,Summer,28,420,0.629,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_10,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.06,2022-12-01_FJI_Vatuolalai_Acrsam_10_34C_420min,2022-12-01,Summer,34,420,0.607,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_10,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.06,2022-12-01_FJI_Vatuolalai_Acrsam_10_37C_420min,2022-12-01,Summer,37,420,0.113,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-01,Vatuolalai_Acrsam_10,FJI,-18.20608,177.68898,Acropora cf. samoensis,36.06,2022-12-01_FJI_Vatuolalai_Acrsam_10_39C_420min,2022-12-01,Summer,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_01,FJI,-18.20608,177.68898,Echinopora lamellosa,36.63,2022-10-02_FJI_Vatuolalai_Echlam_01_28C_420min,2022-10-02,Winter,28,420,0.57,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_01,FJI,-18.20608,177.68898,Echinopora lamellosa,36.63,2022-10-02_FJI_Vatuolalai_Echlam_01_34C_420min,2022-10-02,Winter,34,420,0.53,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_01,FJI,-18.20608,177.68898,Echinopora lamellosa,36.63,2022-10-02_FJI_Vatuolalai_Echlam_01_37C_420min,2022-10-02,Winter,37,420,0.21,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_01,FJI,-18.20608,177.68898,Echinopora lamellosa,36.63,2022-10-02_FJI_Vatuolalai_Echlam_01_39C_420min,2022-10-02,Winter,39,420,0.007,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_01,FJI,-18.20608,177.68898,Echinopora lamellosa,37.18,2022-12-08_FJI_Vatuolalai_Echlam_01_28C_420min,2022-12-08,Summer,28,420,0.559,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_01,FJI,-18.20608,177.68898,Echinopora lamellosa,37.18,2022-12-08_FJI_Vatuolalai_Echlam_01_34C_420min,2022-12-08,Summer,34,420,0.572,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_01,FJI,-18.20608,177.68898,Echinopora lamellosa,37.18,2022-12-08_FJI_Vatuolalai_Echlam_01_37C_420min,2022-12-08,Summer,37,420,0.37,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_01,FJI,-18.20608,177.68898,Echinopora lamellosa,37.18,2022-12-08_FJI_Vatuolalai_Echlam_01_39C_420min,2022-12-08,Summer,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_02,FJI,-18.20608,177.68898,Echinopora lamellosa,36.7,2022-10-02_FJI_Vatuolalai_Echlam_02_28C_420min,2022-10-02,Winter,28,420,0.53,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_02,FJI,-18.20608,177.68898,Echinopora lamellosa,36.7,2022-10-02_FJI_Vatuolalai_Echlam_02_34C_420min,2022-10-02,Winter,34,420,0.539,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_02,FJI,-18.20608,177.68898,Echinopora lamellosa,36.7,2022-10-02_FJI_Vatuolalai_Echlam_02_37C_420min,2022-10-02,Winter,37,420,0.168,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_02,FJI,-18.20608,177.68898,Echinopora lamellosa,36.7,2022-10-02_FJI_Vatuolalai_Echlam_02_39C_420min,2022-10-02,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_02,FJI,-18.20608,177.68898,Echinopora lamellosa,36.99,2022-12-08_FJI_Vatuolalai_Echlam_02_28C_420min,2022-12-08,Summer,28,420,0.58,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_02,FJI,-18.20608,177.68898,Echinopora lamellosa,36.99,2022-12-08_FJI_Vatuolalai_Echlam_02_34C_420min,2022-12-08,Summer,34,420,0.561,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_02,FJI,-18.20608,177.68898,Echinopora lamellosa,36.99,2022-12-08_FJI_Vatuolalai_Echlam_02_37C_420min,2022-12-08,Summer,37,420,0.279,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_02,FJI,-18.20608,177.68898,Echinopora lamellosa,36.99,2022-12-08_FJI_Vatuolalai_Echlam_02_39C_420min,2022-12-08,Summer,39,420,0.003,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_03,FJI,-18.20608,177.68898,Echinopora lamellosa,35.74,2022-10-02_FJI_Vatuolalai_Echlam_03_28C_420min,2022-10-02,Winter,28,420,0.562,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_03,FJI,-18.20608,177.68898,Echinopora lamellosa,35.74,2022-10-02_FJI_Vatuolalai_Echlam_03_34C_420min,2022-10-02,Winter,34,420,0.52,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_03,FJI,-18.20608,177.68898,Echinopora lamellosa,35.74,2022-10-02_FJI_Vatuolalai_Echlam_03_37C_420min,2022-10-02,Winter,37,420,0.083,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_03,FJI,-18.20608,177.68898,Echinopora lamellosa,35.74,2022-10-02_FJI_Vatuolalai_Echlam_03_39C_420min,2022-10-02,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_03,FJI,-18.20608,177.68898,Echinopora lamellosa,36.71,2022-12-08_FJI_Vatuolalai_Echlam_03_28C_420min,2022-12-08,Summer,28,420,0.495,MSc thesis Elisa Jareis,2024,NA
