Project.name,Experiment.name,Experiment.date,Colony.name,Colony.country,Colony.latitude,Colony.longitude,Colony.species,Colony.ed50_value,BioSample.name,BioSample.collection_date,Observation.condition,Observation.temperature,Observation.timepoint,Observation.pam_value,Publication.title,Publication.year,Publication.doi
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_03,FJI,-18.20608,177.68898,Echinopora lamellosa,36.71,2022-12-08_FJI_Vatuolalai_Echlam_03_34C_420min,2022-12-08,Summer,34,420,0.568,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_03,FJI,-18.20608,177.68898,Echinopora lamellosa,36.71,2022-12-08_FJI_Vatuolalai_Echlam_03_37C_420min,2022-12-08,Summer,37,420,0.139,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_03,FJI,-18.20608,177.68898,Echinopora lamellosa,36.71,2022-12-08_FJI_Vatuolalai_Echlam_03_39C_420min,2022-12-08,Summer,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_04,FJI,-18.20608,177.68898,Echinopora lamellosa,36.82,2022-10-02_FJI_Vatuolalai_Echlam_04_28C_420min,2022-10-02,Winter,28,420,0.456,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_04,FJI,-18.20608,177.68898,Echinopora lamellosa,36.82,2022-10-02_FJI_Vatuolalai_Echlam_04_34C_420min,2022-10-02,Winter,34,420,0.494,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_04,FJI,-18.20608,177.68898,Echinopora lamellosa,36.82,2022-10-02_FJI_Vatuolalai_Echlam_04_37C_420min,2022-10-02,Winter,37,420,0.18,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_04,FJI,-18.20608,177.68898,Echinopora lamellosa,36.82,2022-10-02_FJI_Vatuolalai_Echlam_04_39C_420min,2022-10-02,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_04,FJI,-18.20608,177.68898,Echinopora lamellosa,37.19,2022-12-08_FJI_Vatuolalai_Echlam_04_28C_420min,2022-12-08,Summer,28,420,0.509,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_04,FJI,-18.20608,177.68898,Echinopora lamellosa,37.19,2022-12-08_FJI_Vatuolalai_Echlam_04_34C_420min,2022-12-08,Summer,34,420,0.527,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_04,FJI,-18.20608,177.68898,Echinopora lamellosa,37.19,2022-12-08_FJI_Vatuolalai_Echlam_04_37C_420min,2022-12-08,Summer,37,420,0.335,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_04,FJI,-18.20608,177.68898,Echinopora lamellosa,37.19,2022-12-08_FJI_Vatuolalai_Echlam_04_39C_420min,2022-12-08,Summer,39,420,0.002,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_05,FJI,-18.20608,177.68898,Echinopora lamellosa,36.83,2022-10-02_FJI_Vatuolalai_Echlam_05_28C_420min,2022-10-02,Winter,28,420,0.523,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_05,FJI,-18.20608,177.68898,Echinopora lamellosa,36.83,2022-10-02_FJI_Vatuolalai_Echlam_05_34C_420min,2022-10-02,Winter,34,420,0.547,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_05,FJI,-18.20608,177.68898,Echinopora lamellosa,36.83,2022-10-02_FJI_Vatuolalai_Echlam_05_37C_420min,2022-10-02,Winter,37,420,0.209,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_05,FJI,-18.20608,177.68898,Echinopora lamellosa,36.83,2022-10-02_FJI_Vatuolalai_Echlam_05_39C_420min,2022-10-02,Winter,39,420,0.005,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_05,FJI,-18.20608,177.68898,Echinopora lamellosa,37.53,2022-12-08_FJI_Vatuolalai_Echlam_05_28C_420min,2022-12-08,Summer,28,420,0.559,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_05,FJI,-18.20608,177.68898,Echinopora lamellosa,37.53,2022-12-08_FJI_Vatuolalai_Echlam_05_34C_420min,2022-12-08,Summer,34,420,0.5,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_05,FJI,-18.20608,177.68898,Echinopora lamellosa,37.53,2022-12-08_FJI_Vatuolalai_Echlam_05_37C_420min,2022-12-08,Summer,37,420,0.363,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_05,FJI,-18.20608,177.68898,Echinopora lamellosa,37.53,2022-12-08_FJI_Vatuolalai_Echlam_05_39C_420min,2022-12-08,Summer,39,420,0.06,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_06,FJI,-18.20608,177.68898,Echinopora lamellosa,35.27,2022-10-02_FJI_Vatuolalai_Echlam_06_28C_420min,2022-10-02,Winter,28,420,0.555,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_06,FJI,-18.20608,177.68898,Echinopora lamellosa,35.27,2022-10-02_FJI_Vatuolalai_Echlam_06_34C_420min,2022-10-02,Winter,34,420,0.443,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_06,FJI,-18.20608,177.68898,Echinopora lamellosa,35.27,2022-10-02_FJI_Vatuolalai_Echlam_06_37C_420min,2022-10-02,Winter,37,420,0.081,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_06,FJI,-18.20608,177.68898,Echinopora lamellosa,35.27,2022-10-02_FJI_Vatuolalai_Echlam_06_39C_420min,2022-10-02,Winter,39,420,0.004,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_06,FJI,-18.20608,177.68898,Echinopora lamellosa,36.88,2022-12-08_FJI_Vatuolalai_Echlam_06_28C_420min,2022-12-08,Summer,28,420,0.552,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_06,FJI,-18.20608,177.68898,Echinopora lamellosa,36.88,2022-12-08_FJI_Vatuolalai_Echlam_06_34C_420min,2022-12-08,Summer,34,420,0.563,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_06,FJI,-18.20608,177.68898,Echinopora lamellosa,36.88,2022-12-08_FJI_Vatuolalai_Echlam_06_37C_420min,2022-12-08,Summer,37,420,0.219,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_06,FJI,-18.20608,177.68898,Echinopora lamellosa,36.88,2022-12-08_FJI_Vatuolalai_Echlam_06_39C_420min,2022-12-08,Summer,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_07,FJI,-18.20608,177.68898,Echinopora lamellosa,35.85,2022-10-02_FJI_Vatuolalai_Echlam_07_28C_420min,2022-10-02,Winter,28,420,0.584,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_07,FJI,-18.20608,177.68898,Echinopora lamellosa,35.85,2022-10-02_FJI_Vatuolalai_Echlam_07_34C_420min,2022-10-02,Winter,34,420,0.574,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_07,FJI,-18.20608,177.68898,Echinopora lamellosa,35.85,2022-10-02_FJI_Vatuolalai_Echlam_07_37C_420min,2022-10-02,Winter,37,420,0.078,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_07,FJI,-18.20608,177.68898,Echinopora lamellosa,35.85,2022-10-02_FJI_Vatuolalai_Echlam_07_39C_420min,2022-10-02,Winter,39,420,0.095,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_07,FJI,-18.20608,177.68898,Echinopora lamellosa,36.88,2022-12-08_FJI_Vatuolalai_Echlam_07_28C_420min,2022-12-08,Summer,28,420,0.517,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_07,FJI,-18.20608,177.68898,Echinopora lamellosa,36.88,2022-12-08_FJI_Vatuolalai_Echlam_07_34C_420min,2022-12-08,Summer,34,420,0.54,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_07,FJI,-18.20608,177.68898,Echinopora lamellosa,36.88,2022-12-08_FJI_Vatuolalai_Echlam_07_37C_420min,2022-12-08,Summer,37,420,0.212,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_07,FJI,-18.20608,177.68898,Echinopora lamellosa,36.88,2022-12-08_FJI_Vatuolalai_Echlam_07_39C_420min,2022-12-08,Summer,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_08,FJI,-18.20608,177.68898,Echinopora lamellosa,36.44,2022-10-02_FJI_Vatuolalai_Echlam_08_28C_420min,2022-10-02,Winter,28,420,0.567,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_08,FJI,-18.20608,177.68898,Echinopora lamellosa,36.44,2022-10-02_FJI_Vatuolalai_Echlam_08_34C_420min,2022-10-02,Winter,34,420,0.537,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_08,FJI,-18.20608,177.68898,Echinopora lamellosa,36.44,2022-10-02_FJI_Vatuolalai_Echlam_08_37C_420min,2022-10-02,Winter,37,420,0.175,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_08,FJI,-18.20608,177.68898,Echinopora lamellosa,36.44,2022-10-02_FJI_Vatuolalai_Echlam_08_39C_420min,2022-10-02,Winter,39,420,0.002,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_08,FJI,-18.20608,177.68898,Echinopora lamellosa,36.97,2022-12-08_FJI_Vatuolalai_Echlam_08_28C_420min,2022-12-08,Summer,28,420,0.587,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_08,FJI,-18.20608,177.68898,Echinopora lamellosa,36.97,2022-12-08_FJI_Vatuolalai_Echlam_08_34C_420min,2022-12-08,Summer,34,420,0.562,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_08,FJI,-18.20608,177.68898,Echinopora lamellosa,36.97,2022-12-08_FJI_Vatuolalai_Echlam_08_37C_420min,2022-12-08,Summer,37,420,0.27,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_08,FJI,-18.20608,177.68898,Echinopora lamellosa,36.97,2022-12-08_FJI_Vatuolalai_Echlam_08_39C_420min,2022-12-08,Summer,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_09,FJI,-18.20608,177.68898,Echinopora lamellosa,36.53,2022-10-02_FJI_Vatuolalai_Echlam_09_28C_420min,2022-10-02,Winter,28,420,0.529,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_09,FJI,-18.20608,177.68898,Echinopora lamellosa,36.53,2022-10-02_FJI_Vatuolalai_Echlam_09_34C_420min,2022-10-02,Winter,34,420,0.52,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_09,FJI,-18.20608,177.68898,Echinopora lamellosa,36.53,2022-10-02_FJI_Vatuolalai_Echlam_09_37C_420min,2022-10-02,Winter,37,420,0.149,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_09,FJI,-18.20608,177.68898,Echinopora lamellosa,36.53,2022-10-02_FJI_Vatuolalai_Echlam_09_39C_420min,2022-10-02,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_09,FJI,-18.20608,177.68898,Echinopora lamellosa,37.07,2022-12-08_FJI_Vatuolalai_Echlam_09_28C_420min,2022-12-08,Summer,28,420,0.553,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_09,FJI,-18.20608,177.68898,Echinopora lamellosa,37.07,2022-12-08_FJI_Vatuolalai_Echlam_09_34C_420min,2022-12-08,Summer,34,420,0.534,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_09,FJI,-18.20608,177.68898,Echinopora lamellosa,37.07,2022-12-08_FJI_Vatuolalai_Echlam_09_37C_420min,2022-12-08,Summer,37,420,0.304,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_09,FJI,-18.20608,177.68898,Echinopora lamellosa,37.07,2022-12-08_FJI_Vatuolalai_Echlam_09_39C_420min,2022-12-08,Summer,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_10,FJI,-18.20608,177.68898,Echinopora lamellosa,36.46,2022-10-02_FJI_Vatuolalai_Echlam_10_28C_420min,2022-10-02,Winter,28,420,0.437,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_10,FJI,-18.20608,177.68898,Echinopora lamellosa,36.46,2022-10-02_FJI_Vatuolalai_Echlam_10_34C_420min,2022-10-02,Winter,34,420,0.585,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_10,FJI,-18.20608,177.68898,Echinopora lamellosa,36.46,2022-10-02_FJI_Vatuolalai_Echlam_10_37C_420min,2022-10-02,Winter,37,420,0.043,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-10-02,Vatuolalai_Echlam_10,FJI,-18.20608,177.68898,Echinopora lamellosa,36.46,2022-10-02_FJI_Vatuolalai_Echlam_10_39C_420min,2022-10-02,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_10,FJI,-18.20608,177.68898,Echinopora lamellosa,37.43,2022-12-08_FJI_Vatuolalai_Echlam_10_28C_420min,2022-12-08,Summer,28,420,0.402,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_10,FJI,-18.20608,177.68898,Echinopora lamellosa,37.43,2022-12-08_FJI_Vatuolalai_Echlam_10_34C_420min,2022-12-08,Summer,34,420,0.464,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_10,FJI,-18.20608,177.68898,Echinopora lamellosa,37.43,2022-12-08_FJI_Vatuolalai_Echlam_10_37C_420min,2022-12-08,Summer,37,420,0.303,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-08,Vatuolalai_Echlam_10,FJI,-18.20608,177.68898,Echinopora lamellosa,37.43,2022-12-08_FJI_Vatuolalai_Echlam_10_39C_420min,2022-12-08,Summer,39,420,0.021,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_01,FJI,-18.20608,177.68898,Galaxea horrescens,37.08,2022-09-28_FJI_Vatuolalai_Galhor_01_28C_420min,2022-09-28,Winter,28,420,0.567,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_01,FJI,-18.20608,177.68898,Galaxea horrescens,37.08,2022-09-28_FJI_Vatuolalai_Galhor_01_34C_420min,2022-09-28,Winter,34,420,0.555,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_01,FJI,-18.20608,177.68898,Galaxea horrescens,37.08,2022-09-28_FJI_Vatuolalai_Galhor_01_37C_420min,2022-09-28,Winter,37,420,0.329,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_01,FJI,-18.20608,177.68898,Galaxea horrescens,37.08,2022-09-28_FJI_Vatuolalai_Galhor_01_39C_420min,2022-09-28,Winter,39,420,0.004,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_01,FJI,-18.20608,177.68898,Galaxea horrescens,37,2022-12-06_FJI_Vatuolalai_Galhor_01_28C_420min,2022-12-06,Summer,28,420,0.586,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_01,FJI,-18.20608,177.68898,Galaxea horrescens,37,2022-12-06_FJI_Vatuolalai_Galhor_01_34C_420min,2022-12-06,Summer,34,420,0.563,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_01,FJI,-18.20608,177.68898,Galaxea horrescens,37,2022-12-06_FJI_Vatuolalai_Galhor_01_37C_420min,2022-12-06,Summer,37,420,0.287,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_01,FJI,-18.20608,177.68898,Galaxea horrescens,37,2022-12-06_FJI_Vatuolalai_Galhor_01_39C_420min,2022-12-06,Summer,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_02,FJI,-18.20608,177.68898,Galaxea horrescens,36.72,2022-09-28_FJI_Vatuolalai_Galhor_02_28C_420min,2022-09-28,Winter,28,420,0.6,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_02,FJI,-18.20608,177.68898,Galaxea horrescens,36.72,2022-09-28_FJI_Vatuolalai_Galhor_02_34C_420min,2022-09-28,Winter,34,420,0.575,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_02,FJI,-18.20608,177.68898,Galaxea horrescens,36.72,2022-09-28_FJI_Vatuolalai_Galhor_02_37C_420min,2022-09-28,Winter,37,420,0.207,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_02,FJI,-18.20608,177.68898,Galaxea horrescens,36.72,2022-09-28_FJI_Vatuolalai_Galhor_02_39C_420min,2022-09-28,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_02,FJI,-18.20608,177.68898,Galaxea horrescens,37.16,2022-12-06_FJI_Vatuolalai_Galhor_02_28C_420min,2022-12-06,Summer,28,420,0.602,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_02,FJI,-18.20608,177.68898,Galaxea horrescens,37.16,2022-12-06_FJI_Vatuolalai_Galhor_02_34C_420min,2022-12-06,Summer,34,420,0.615,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_02,FJI,-18.20608,177.68898,Galaxea horrescens,37.16,2022-12-06_FJI_Vatuolalai_Galhor_02_37C_420min,2022-12-06,Summer,37,420,0.365,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_02,FJI,-18.20608,177.68898,Galaxea horrescens,37.16,2022-12-06_FJI_Vatuolalai_Galhor_02_39C_420min,2022-12-06,Summer,39,420,0.003,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_03,FJI,-18.20608,177.68898,Galaxea horrescens,36.21,2022-09-28_FJI_Vatuolalai_Galhor_03_28C_420min,2022-09-28,Winter,28,420,0.604,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_03,FJI,-18.20608,177.68898,Galaxea horrescens,36.21,2022-09-28_FJI_Vatuolalai_Galhor_03_34C_420min,2022-09-28,Winter,34,420,0.522,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_03,FJI,-18.20608,177.68898,Galaxea horrescens,36.21,2022-09-28_FJI_Vatuolalai_Galhor_03_37C_420min,2022-09-28,Winter,37,420,0.201,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_03,FJI,-18.20608,177.68898,Galaxea horrescens,36.21,2022-09-28_FJI_Vatuolalai_Galhor_03_39C_420min,2022-09-28,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_03,FJI,-18.20608,177.68898,Galaxea horrescens,37.12,2022-12-06_FJI_Vatuolalai_Galhor_03_28C_420min,2022-12-06,Summer,28,420,0.589,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_03,FJI,-18.20608,177.68898,Galaxea horrescens,37.12,2022-12-06_FJI_Vatuolalai_Galhor_03_34C_420min,2022-12-06,Summer,34,420,0.621,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_03,FJI,-18.20608,177.68898,Galaxea horrescens,37.12,2022-12-06_FJI_Vatuolalai_Galhor_03_37C_420min,2022-12-06,Summer,37,420,0.352,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_03,FJI,-18.20608,177.68898,Galaxea horrescens,37.12,2022-12-06_FJI_Vatuolalai_Galhor_03_39C_420min,2022-12-06,Summer,39,420,0.004,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_04,FJI,-18.20608,177.68898,Galaxea horrescens,36.77,2022-09-28_FJI_Vatuolalai_Galhor_04_28C_420min,2022-09-28,Winter,28,420,0.58,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_04,FJI,-18.20608,177.68898,Galaxea horrescens,36.77,2022-09-28_FJI_Vatuolalai_Galhor_04_34C_420min,2022-09-28,Winter,34,420,0.611,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_04,FJI,-18.20608,177.68898,Galaxea horrescens,36.77,2022-09-28_FJI_Vatuolalai_Galhor_04_37C_420min,2022-09-28,Winter,37,420,0.199,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_04,FJI,-18.20608,177.68898,Galaxea horrescens,36.77,2022-09-28_FJI_Vatuolalai_Galhor_04_39C_420min,2022-09-28,Winter,39,420,0,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_04,FJI,-18.20608,177.68898,Galaxea horrescens,37.01,2022-12-06_FJI_Vatuolalai_Galhor_04_28C_420min,2022-12-06,Summer,28,420,0.575,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_04,FJI,-18.20608,177.68898,Galaxea horrescens,37.01,2022-12-06_FJI_Vatuolalai_Galhor_04_34C_420min,2022-12-06,Summer,34,420,0.61,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_04,FJI,-18.20608,177.68898,Galaxea horrescens,37.01,2022-12-06_FJI_Vatuolalai_Galhor_04_37C_420min,2022-12-06,Summer,37,420,0.301,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-12-06,Vatuolalai_Galhor_04,FJI,-18.20608,177.68898,Galaxea horrescens,37.01,2022-12-06_FJI_Vatuolalai_Galhor_04_39C_420min,2022-12-06,Summer,39,420,0.002,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_05,FJI,-18.20608,177.68898,Galaxea horrescens,36.67,2022-09-28_FJI_Vatuolalai_Galhor_05_28C_420min,2022-09-28,Winter,28,420,0.592,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_05,FJI,-18.20608,177.68898,Galaxea horrescens,36.67,2022-09-28_FJI_Vatuolalai_Galhor_05_34C_420min,2022-09-28,Winter,34,420,0.61,MSc thesis Elisa Jareis,2024,NA
2022 Fiji Jareis,Vatu-o-lalai,2022-09-28,Vatuolalai_Galhor_05,FJI,-18.20608,177.68898,Galaxea horrescens,36.67,2022-09-28_FJI_Vatuolalai_Galhor_05_37C_420min,2022-09-28,Winter,37,420,0.17,MSc thesis Elisa Jareis,2024,NA
